alumni_id,roll_number,name,department,batch_year,graduation_year,current_company,current_designation,years_of_experience,total_companies_worked,location,current_salary,career_domain,specialization,total_skills,linkedin_connections,github_contributions,is_mentor,mentees_count,mentor_rating,workshops_conducted,talks_given,publications,patents,open_source_contributions,career_growth_rate,job_satisfaction,willing_to_relocate,preferred_mentee_department,preferred_mentee_skills,availability_hours_per_month,response_time_hours,success_score
358,1849033,Divya Sharma,CSO,2018,2022,Rockwell,Engineer,4,1,Noida,2305480,Edge Computing,IoT,16,656,99,1,5,4.2,4,0,0,0,2,81,9,1,CSO|CSM,Python|IoT|Sensors|Edge,7,8,89
359,1842034,Sneha Desai,CSM,2018,2022,Waymo,Engineer,4,2,Gurugram,2152740,AI,Computer Vision,24,940,200,1,5,4.2,1,3,2,1,1,79,10,0,CSM|IT,Python|ML|TensorFlow|PyTorch,0,18,98
360,1861035,Ashok Singh,AIML,2018,2022,Anthropic,Senior Engineer,4,2,Noida,1911033,AI,Deep Learning,15,463,81,1,5,4.1,1,1,2,0,1,92,8,1,AIML|AID,Python|Deep Learning|PyTorch,12,18,83
361,1854036,Shweta Bhat,AID,2018,2022,PhonePe,Software Engineer,4,1,Chennai,2293628,Data Science,ML Engineering,24,503,93,0,0,0.0,0,0,2,0,3,74,8,1,AID|CSO,Python|Data Science|SQL|ML,7,0,85
362,1861037,Harini Desai,AIML,2018,2022,Nvidia,Senior Engineer,4,2,Hyderabad,2171080,AI,NLP,18,672,124,1,5,4.7,3,3,0,0,1,82,9,1,AIML|CIC,Python|Deep Learning|PyTorch,6,8,94
363,1861038,Priya Nair,AIML,2018,2022,Uber,Engineer,4,1,Chennai,2299825,Research,Neural Networks,20,642,294,1,5,4.8,0,0,1,0,0,82,9,0,AIML|CSE,Python|Deep Learning|PyTorch,6,20,95
364,1805039,Bhavana Subramanian,CSE,2018,2022,Flipkart,Senior Engineer,4,2,Bangalore,1855645,Data Engineering,BigData,14,891,231,0,0,0.0,0,0,0,0,7,87,6,1,CSE|CIV,Python|Java|React|AWS,4,0,93
365,1842040,Shweta Bhat,CSM,2018,2022,Waymo,Senior Engineer,4,2,Noida,1877737,Data Science,ML,23,993,299,1,1,4.4,2,0,0,1,1,84,7,1,CSM|MEC,Python|ML|TensorFlow|PyTorch,3,10,88
366,1803041,Naresh Naidu,MEC,2018,2022,Eicher,Software Engineer,4,2,Pune,1814298,Aerospace,Design,20,590,60,0,0,0.0,0,0,0,1,0,75,7,0,MEC|AIML,SolidWorks|CATIA|ANSYS,12,0,89
367,1801042,Sahana Mohan,CIV,2018,2022,Afcons,Software Engineer,4,2,Chennai,1844650,Infrastructure,Roads,24,418,12,0,0,0.0,0,0,0,0,2,83,10,0,CIV|MEC,AutoCAD|Staad Pro|Revit,6,0,94
368,1849043,Prakash Pillai,CSO,2018,2022,LG Soft,Senior Engineer,4,2,Mumbai,1973986,Edge Computing,IoT,19,986,36,0,0,0.0,0,0,0,0,1,85,8,1,CSO|CIC,Python|IoT|Sensors|Edge,5,0,95
369,1861044,Priya Srinivas,AIML,2018,2022,Nvidia,Software Engineer,4,1,Chennai,2185587,ML Engineering,MLOps,16,534,200,1,2,5.0,1,0,0,0,3,78,10,1,AIML|ECE,Python|Deep Learning|PyTorch,6,24,98
370,1842045,Deepak Murthy,CSM,2018,2022,Google AI,Senior Engineer,4,2,Noida,1921081,Data Science,ML,25,586,250,1,2,4.9,2,2,0,0,3,81,6,1,CSM|CSM,Python|ML|TensorFlow|PyTorch,8,12,88
371,1802046,Meena Gopal,EEE,2018,2022,Siemens,Engineer,4,2,Bangalore,1734955,Power Systems,Grid,21,338,34,1,5,4.5,4,1,0,0,2,91,8,0,EEE|CSM,MATLAB|Power Systems|PLC,3,16,90
372,1812047,Madhavi Kumar,IT,2018,2022,VMware,Software Engineer,4,1,Hyderabad,2129852,DevOps,Kubernetes,25,422,78,1,3,4.7,0,0,0,0,4,90,7,1,IT|EEE,Python|Kubernetes|Docker|AWS,6,12,94
373,1803048,Harini Desai,MEC,2018,2022,Cummins,Software Engineer,4,2,Mumbai,2361438,Automotive,Powertrain,23,843,32,0,0,0.0,0,0,0,1,1,86,6,0,MEC|CSE,SolidWorks|CATIA|ANSYS,0,0,87
374,1805049,Naresh Nair,CSE,2018,2022,PhonePe,Engineer,4,2,Hyderabad,2004359,Software Engineering,Backend,12,833,71,1,3,4.3,4,2,0,0,9,90,9,1,CSE|CIC,Python|Java|React|AWS,12,20,96
375,1847050,Sowmya Kumar,CIC,2018,2022,Trend Micro,Senior Engineer,4,1,Hyderabad,2073771,Blockchain,Smart Contracts,20,827,94,1,1,4.1,1,0,0,0,3,65,9,1,CIC|CIV,Python|Security|Blockchain,12,18,99
376,1847051,Mythili Verma,CIC,2018,2022,Sophos,Software Engineer,4,1,Mumbai,1669713,Cyber Security,Threat Intelligence,15,352,33,1,3,4.4,0,3,0,1,2,86,9,0,CIC|AID,Python|Security|Blockchain,6,8,85
377,1803052,Ajay Swamy,MEC,2018,2022,Cummins,Senior Engineer,4,1,Bangalore,2374488,Manufacturing,CAD/CAM,18,738,40,1,1,4.0,4,1,0,0,0,93,10,1,MEC|AIML,SolidWorks|CATIA|ANSYS,12,14,99
378,1801053,Mythili Subramanian,CIV,2018,2022,Arup,Engineer,4,1,Hyderabad,1662141,Infrastructure,Roads,22,826,41,0,0,0.0,0,0,0,0,1,73,10,1,CIV|CSO,AutoCAD|Staad Pro|Revit,7,0,94
379,1847054,Rekha Desai,CIC,2018,2022,Cisco,Engineer,4,2,Mumbai,2062665,Blockchain,Smart Contracts,14,301,84,0,0,0.0,0,0,0,0,2,94,10,1,CIC|AID,Python|Security|Blockchain,3,0,92
380,1842055,Kavya Pillai,CSM,2018,2022,Uber,Engineer,4,2,Noida,1821272,AI,NLP,12,678,126,1,5,4.7,1,0,1,0,0,88,8,1,CSM|CSE,Python|ML|TensorFlow|PyTorch,8,18,82
381,1802056,Naresh Bhat,EEE,2018,2022,Alstom,Software Engineer,4,2,Gurugram,2084518,Control Systems,Industrial,21,304,77,0,0,0.0,0,0,0,1,3,91,9,0,EEE|AIML,MATLAB|Power Systems|PLC,3,0,92
382,1804057,Ajay Varma,ECE,2018,2022,Qualcomm,Software Engineer,4,1,Delhi,1871817,Wireless,5G,15,315,18,1,5,4.3,0,1,0,0,1,69,10,1,ECE|CIC,C|Verilog|VLSI|Embedded,10,18,99
383,1847058,Madhavi Gupta,CIC,2018,2022,Rapid7,Engineer,4,2,Hyderabad,2227422,Blockchain,Smart Contracts,25,322,30,1,3,4.5,3,0,0,1,1,70,6,0,CIC|CIV,Python|Security|Blockchain,10,8,85
384,1842059,Padma Krishnan,CSM,2018,2022,OpenAI,Senior Engineer,4,2,Chennai,1767511,AI,Computer Vision,19,780,296,1,5,4.3,2,1,1,1,0,71,10,0,CSM|ECE,Python|ML|TensorFlow|PyTorch,12,10,98
385,1802060,Saranya Balaji,EEE,2018,2022,Havells,Engineer,4,1,Hyderabad,2091442,Automation,PLC,20,480,31,1,1,4.8,2,3,0,0,1,69,7,1,EEE|CSE,MATLAB|Power Systems|PLC,3,18,98
386,1804061,Meena Menon,ECE,2018,2022,Broadcom,Engineer,4,2,Mumbai,1999330,Embedded,IoT,19,851,100,1,1,4.2,3,0,0,0,3,85,6,0,ECE|MEC,C|Verilog|VLSI|Embedded,4,20,93
387,1803062,Padma Gopal,MEC,2018,2022,Mahindra,Senior Engineer,4,2,Noida,2324213,Manufacturing,CAD/CAM,16,945,51,1,1,4.1,4,0,0,0,0,85,6,0,MEC|EEE,SolidWorks|CATIA|ANSYS,12,20,93
388,1803063,Vidya Nair,MEC,2018,2022,Hero,Engineer,4,2,Bangalore,2123980,Manufacturing,CAD/CAM,23,347,92,0,0,0.0,0,0,0,0,3,94,9,1,MEC|CSE,SolidWorks|CATIA|ANSYS,6,0,86
389,1842064,Gopal Subramanian,CSM,2018,2022,Nvidia,Engineer,4,2,Bangalore,1763786,Data Science,ML,20,410,59,1,2,4.9,4,3,0,0,2,85,6,0,CSM|IT,Python|ML|TensorFlow|PyTorch,5,16,94
390,1861065,Rajesh Shetty,AIML,2018,2022,OpenAI,Senior Engineer,4,1,Mumbai,1739215,AI,Deep Learning,19,833,241,0,0,0.0,0,0,2,0,2,78,10,1,AIML|CSE,Python|Deep Learning|PyTorch,8,0,88
391,1847066,Prasad Rajan,CIC,2018,2022,Check Point,Engineer,4,2,Mumbai,2165929,Security,Pentesting,17,369,40,1,5,4.2,3,2,0,0,3,81,10,1,CIC|EEE,Python|Security|Blockchain,7,10,89
392,1804067,Venkat Krishna,ECE,2018,2022,Intel,Software Engineer,4,1,Hyderabad,1983735,Embedded,IoT,17,965,68,0,0,0.0,0,0,0,0,3,92,8,1,ECE|AIML,C|Verilog|VLSI|Embedded,6,0,94
393,1854068,Ravi Reddy,AID,2018,2022,Mu Sigma,Senior Engineer,4,2,Bangalore,2005345,Data Engineering,Pipelines,15,857,82,0,0,0.0,0,0,0,0,2,74,8,0,AID|CSE,Python|Data Science|SQL|ML,0,0,82
394,1842069,Manoj Prasad,CSM,2018,2022,OpenAI,Engineer,4,1,Noida,1874039,AI,Computer Vision,16,760,233,0,0,0.0,0,0,2,0,0,71,9,1,CSM|ECE,Python|ML|TensorFlow|PyTorch,12,0,86
395,1812070,Naveen Shetty,IT,2018,2022,DXC,Engineer,4,1,Noida,1948464,Database,Oracle,12,306,77,1,5,4.6,4,2,0,0,6,82,8,0,IT|IT,Python|Kubernetes|Docker|AWS,4,14,99
396,1854071,Rekha Prasad,AID,2018,2022,Amazon,Software Engineer,4,1,Hyderabad,1827250,Data Science,Analytics,20,906,298,0,0,0.0,0,0,0,0,2,75,8,1,AID|IT,Python|Data Science|SQL|ML,10,0,90
397,1849072,Ajay Shetty,CSO,2018,2022,Tata Elxsi,Software Engineer,4,1,Gurugram,2227957,IoT,Industrial,22,651,49,1,1,4.7,4,3,0,0,2,77,10,0,CSO|ECE,Python|IoT|Sensors|Edge,3,14,91
398,1812073,Karthik Reddy,IT,2018,2022,Amazon,Senior Engineer,4,1,Pune,2051582,Cloud Engineering,Azure,19,654,288,1,2,4.5,3,1,0,1,11,89,8,0,IT|CIV,Python|Kubernetes|Docker|AWS,8,14,85
399,1804074,Mahesh Swamy,ECE,2018,2022,Renesas,Software Engineer,4,2,Noida,2334184,Wireless,5G,16,623,68,1,2,4.7,1,3,0,0,3,86,6,0,ECE|EEE,C|Verilog|VLSI|Embedded,8,12,88
400,1812075,Ramesh Varma,IT,2018,2022,Red Hat,Engineer,4,2,Bangalore,1829195,Database,Oracle,13,888,69,0,0,0.0,0,0,0,0,0,89,10,1,IT|ECE,Python|Kubernetes|Docker|AWS,10,0,87
401,1847076,Swathi Balaji,CIC,2018,2022,Palo Alto Networks,Software Engineer,4,2,Delhi,1734213,Cyber Security,Threat Intelligence,24,580,44,1,5,4.9,0,0,0,0,0,89,10,1,CIC|AID,Python|Security|Blockchain,10,20,93
402,1805077,Srikanth Kumar,CSE,2018,2022,Workday,Software Engineer,4,1,Mumbai,1915815,DevOps,CI/CD,19,365,278,0,0,0.0,0,0,0,0,9,69,6,1,CSE|CIV,Python|Java|React|AWS,7,0,87
403,1803078,Anu Mohan,MEC,2018,2022,Mahindra,Engineer,4,1,Delhi,2079290,Robotics,Industrial,19,680,57,0,0,0.0,0,0,0,0,1,79,6,1,MEC|CSO,SolidWorks|CATIA|ANSYS,3,0,98
404,1849079,Divya Rajan,CSO,2018,2022,GE,Senior Engineer,4,2,Chennai,2198939,IoT,Industrial,20,730,100,1,4,4.9,4,0,0,0,2,79,7,1,CSO|CSO,Python|IoT|Sensors|Edge,7,20,82
405,1804080,Krishna Menon,ECE,2018,2022,Qualcomm,Software Engineer,4,1,Pune,2050410,IC Design,Analog,17,312,100,0,0,0.0,0,0,0,0,2,83,7,1,ECE|CSM,C|Verilog|VLSI|Embedded,4,0,86
406,1861081,Arun Mohan,AIML,2018,2022,Nvidia,Engineer,4,2,Delhi,1960109,AI,Deep Learning,24,734,209,0,0,0.0,0,0,0,0,3,85,7,0,AIML|IT,Python|Deep Learning|PyTorch,10,0,96
407,1805082,Anu Sundaram,CSE,2018,2022,Netflix,Senior Engineer,4,2,Pune,1807955,Software Engineering,Full Stack,15,892,115,1,4,4.3,4,3,0,0,10,83,6,1,CSE|AID,Python|Java|React|AWS,7,8,95
408,1812083,Rekha Srinivas,IT,2018,2022,Accenture,Software Engineer,4,1,Hyderabad,2185028,Database,Oracle,24,425,193,1,2,4.7,1,2,0,0,14,85,9,0,IT|EEE,Python|Kubernetes|Docker|AWS,4,14,85
409,1854084,Sahana Menon,AID,2018,2022,Tiger Analytics,Senior Engineer,4,1,Delhi,2039372,Data Science,ML Engineering,20,967,261,0,0,0.0,0,0,2,0,0,94,8,1,AID|EEE,Python|Data Science|SQL|ML,5,0,93
410,1847085,Gopal Varma,CIC,2018,2022,CrowdStrike,Engineer,4,2,Noida,2292959,Cyber Security,Threat Intelligence,16,960,56,0,0,0.0,0,0,0,0,3,78,8,1,CIC|MEC,Python|Security|Blockchain,5,0,97
411,1805086,Rahul Krishna,CSE,2018,2022,Google,Engineer,4,2,Bangalore,2075093,Data Engineering,BigData,24,443,287,1,4,4.9,2,3,0,0,11,89,8,1,CSE|AIML,Python|Java|React|AWS,10,18,99
412,1801087,Karthik Swamy,CIV,2018,2022,Gammon India,Senior Engineer,4,2,Pune,2248120,Infrastructure,Roads,15,440,29,0,0,0.0,0,0,0,0,1,86,7,0,CIV|CIC,AutoCAD|Staad Pro|Revit,6,0,99
413,1847088,Swathi Rajan,CIC,2018,2022,Qualys,Senior Engineer,4,2,Bangalore,1956741,Security,Pentesting,25,833,51,0,0,0.0,0,0,0,0,0,68,7,1,CIC|CIV,Python|Security|Blockchain,10,0,83
414,1803089,Saranya Balaji,MEC,2018,2022,Hero,Engineer,4,1,Mumbai,1688922,Manufacturing,CAD/CAM,18,695,56,0,0,0.0,0,0,0,0,0,79,6,1,MEC|MEC,SolidWorks|CATIA|ANSYS,6,0,83
415,1812090,Mythili Krishna,IT,2018,2022,Microsoft,Senior Engineer,4,2,Mumbai,2277402,Cloud Engineering,Azure,12,718,71,1,3,4.5,4,2,0,0,11,78,7,1,IT|IT,Python|Kubernetes|Docker|AWS,7,24,97
416,1805091,Lakshmi Gopal,CSE,2018,2022,VMware,Software Engineer,4,2,Bangalore,1844591,Data Engineering,BigData,24,741,221,1,5,4.7,0,0,0,0,1,70,8,0,CSE|CSE,Python|Java|React|AWS,7,20,85
417,1801092,Bhavana Sharma,CIV,2018,2022,L&T,Senior Engineer,4,1,Chennai,1842350,Infrastructure,Roads,13,353,94,0,0,0.0,0,0,0,1,2,90,10,0,CIV|AID,AutoCAD|Staad Pro|Revit,12,0,98
418,1847093,Prasad Naidu,CIC,2018,2022,Qualys,Software Engineer,4,2,Hyderabad,1734231,Security,Pentesting,20,510,79,1,1,4.3,1,1,0,0,1,91,8,1,CIC|IT,Python|Security|Blockchain,8,14,97
419,1849094,Saranya Menon,CSO,2018,2022,Rockwell,Engineer,4,1,Noida,1797718,Embedded IoT,Sensors,18,916,43,1,5,4.5,2,0,0,1,0,68,10,1,CSO|CSM,Python|IoT|Sensors|Edge,0,16,85
420,1802095,Anand Mohan,EEE,2018,2022,Havells,Engineer,4,2,Chennai,1643995,Control Systems,Industrial,23,604,70,1,5,4.0,0,3,0,0,1,91,10,0,EEE|EEE,MATLAB|Power Systems|PLC,6,20,90
421,1854096,Lavanya Mohan,AID,2018,2022,Fractal,Engineer,4,2,Pune,2141106,Data Engineering,Pipelines,17,624,134,1,5,4.2,4,0,0,1,0,73,10,1,AID|CSO,Python|Data Science|SQL|ML,7,12,95
422,1849097,Venkat Murthy,CSO,2018,2022,IBM,Engineer,4,1,Mumbai,2100141,Embedded IoT,Sensors,14,414,82,1,1,4.1,0,0,0,0,1,76,7,0,CSO|AIML,Python|IoT|Sensors|Edge,0,10,88
423,1842098,Sahana Pillai,CSM,2018,2022,Microsoft Research,Senior Engineer,4,2,Gurugram,2176632,AI Research,Machine Learning,14,966,191,0,0,0.0,0,0,0,0,2,69,8,0,CSM|CIV,Python|ML|TensorFlow|PyTorch,6,0,91
424,1847099,Venkat Nair,CIC,2018,2022,Fortinet,Software Engineer,4,2,Mumbai,1920913,Cyber Security,Threat Intelligence,25,933,61,1,4,4.9,2,3,0,0,2,91,7,1,CIC|CSO,Python|Security|Blockchain,8,12,86
425,1861100,Harish Menon,AIML,2018,2022,Waymo,Engineer,4,2,Pune,1710605,AI,Deep Learning,21,689,138,1,4,4.8,1,1,1,0,3,89,7,1,AIML|CIC,Python|Deep Learning|PyTorch,7,14,86
426,1805101,Saranya Sharma,CSE,2018,2022,Tech Mahindra,Senior Engineer,4,2,Pune,2103705,Data Engineering,BigData,15,908,119,1,4,4.5,2,2,0,0,2,65,8,1,CSE|CSE,Python|Java|React|AWS,12,8,83
427,1802102,Renuka Srinivas,EEE,2018,2022,Rockwell,Engineer,4,1,Delhi,2214848,Automation,PLC,15,495,1,1,5,4.3,3,1,0,0,3,84,10,1,EEE|CIC,MATLAB|Power Systems|PLC,4,16,96
428,1802103,Mohan Balaji,EEE,2018,2022,Rockwell,Senior Engineer,4,1,Gurugram,1745530,Control Systems,Industrial,21,478,57,0,0,0.0,0,0,0,0,2,85,7,0,EEE|CSE,MATLAB|Power Systems|PLC,8,0,83
429,1803104,Kavya Iyer,MEC,2018,2022,Honda,Senior Engineer,4,1,Pune,1971507,Manufacturing,CAD/CAM,22,596,89,1,5,4.5,3,3,0,0,1,66,10,0,MEC|MEC,SolidWorks|CATIA|ANSYS,7,12,94
430,1805105,Suresh Mohan,CSE,2018,2022,Microsoft,Software Engineer,4,1,Pune,2045027,Data Engineering,BigData,22,613,102,0,0,0.0,0,0,0,0,8,95,7,1,CSE|CIC,Python|Java|React|AWS,6,0,89
431,1847106,Sowmya Varma,CIC,2018,2022,Palo Alto Networks,Software Engineer,4,2,Delhi,1787904,Cyber Security,Threat Intelligence,23,968,45,1,2,4.4,0,2,0,0,2,80,10,1,CIC|CSO,Python|Security|Blockchain,6,20,88
432,1861107,Vidya Desai,AIML,2018,2022,Amazon,Engineer,4,2,Noida,2371447,Research,Neural Networks,15,719,93,1,4,4.1,1,3,2,0,3,80,8,1,AIML|AID,Python|Deep Learning|PyTorch,3,14,99
433,1849108,Ajay Bhat,CSO,2018,2022,Tata Elxsi,Software Engineer,4,1,Chennai,1818072,IoT,Industrial,22,300,95,1,2,4.4,1,2,0,0,1,81,7,1,CSO|CIV,Python|IoT|Sensors|Edge,5,16,99
434,1803109,Renuka Gopal,MEC,2018,2022,Daimler,Senior Engineer,4,2,Noida,2270851,Manufacturing,CAD/CAM,22,335,70,1,4,4.8,2,3,0,0,2,75,9,1,MEC|CSO,SolidWorks|CATIA|ANSYS,0,18,83
435,1804110,Anand Pillai,ECE,2018,2022,Samsung,Senior Engineer,4,2,Hyderabad,1702257,Embedded,IoT,18,582,69,0,0,0.0,0,0,0,0,3,74,8,1,ECE|EEE,C|Verilog|VLSI|Embedded,0,0,90
436,1803111,Lavanya Iyer,MEC,2018,2022,Ford,Engineer,4,2,Gurugram,1732935,Aerospace,Design,17,958,46,0,0,0.0,0,0,0,0,2,92,8,0,MEC|IT,SolidWorks|CATIA|ANSYS,3,0,95
437,1847112,Vasudha Naidu,CIC,2018,2022,McAfee,Senior Engineer,4,1,Hyderabad,2152488,Security,Pentesting,20,306,11,1,1,4.5,1,3,0,0,2,85,8,0,CIC|AID,Python|Security|Blockchain,12,24,82
438,1847113,Swathi Reddy,CIC,2018,2022,McAfee,Software Engineer,4,2,Gurugram,2342382,Security,Pentesting,20,449,24,0,0,0.0,0,0,0,0,1,77,7,1,CIC|AIML,Python|Security|Blockchain,5,0,87
439,1842114,Lakshmi Balaji,CSM,2018,2022,DeepMind,Engineer,4,2,Chennai,1725272,AI,NLP,16,976,70,1,1,4.4,4,3,2,0,3,92,9,0,CSM|AIML,Python|ML|TensorFlow|PyTorch,7,16,98
440,1801115,Kishore Iyer,CIV,2018,2022,Bechtel,Software Engineer,4,2,Noida,1610095,Infrastructure,Roads,23,713,91,0,0,0.0,0,0,0,0,3,95,8,0,CIV|AID,AutoCAD|Staad Pro|Revit,3,0,82
441,1802116,Suresh Murthy,EEE,2018,2022,Rockwell,Software Engineer,4,2,Bangalore,2125414,Renewable,Solar,13,302,57,1,4,4.9,2,0,0,0,0,83,8,0,EEE|CIV,MATLAB|Power Systems|PLC,0,24,87
442,1803117,Lakshmi Krishna,MEC,2018,2022,GE,Software Engineer,4,1,Delhi,2127116,Automotive,Powertrain,18,730,54,1,3,4.0,0,1,0,0,0,71,7,1,MEC|ECE,SolidWorks|CATIA|ANSYS,6,24,91
443,1805118,Deepak Balaji,CSE,2018,2022,Oracle,Software Engineer,4,1,Mumbai,1642772,Software Engineering,Backend,18,521,112,1,5,4.7,1,1,0,0,15,70,6,0,CSE|AID,Python|Java|React|AWS,8,12,87
444,1803119,Rahul Srinivas,MEC,2018,2022,Tesla,Senior Engineer,4,2,Chennai,1996613,Aerospace,Design,14,323,57,0,0,0.0,0,0,0,0,2,71,6,0,MEC|IT,SolidWorks|CATIA|ANSYS,8,0,89
445,1854120,Nithya Varma,AID,2018,2022,Tiger Analytics,Senior Engineer,4,2,Chennai,1998600,Data Engineering,Pipelines,25,870,191,0,0,0.0,0,0,1,0,0,79,8,1,AID|AID,Python|Data Science|SQL|ML,7,0,97
446,1805121,Kavya Murthy,CSE,2018,2022,Workday,Engineer,4,2,Delhi,1622449,Data Engineering,BigData,16,555,272,1,1,4.6,3,0,0,0,12,76,6,0,CSE|CSM,Python|Java|React|AWS,12,14,93
447,1803122,Ravi Iyer,MEC,2018,2022,Bosch,Senior Engineer,4,2,Mumbai,2115056,Manufacturing,CAD/CAM,16,814,88,1,4,4.4,0,1,0,0,3,93,6,0,MEC|MEC,SolidWorks|CATIA|ANSYS,3,16,92
448,1861123,Vinay Ramani,AIML,2018,2022,Waymo,Engineer,4,2,Hyderabad,2369236,AI,Deep Learning,17,644,194,0,0,0.0,0,0,1,0,3,67,7,1,AIML|ECE,Python|Deep Learning|PyTorch,10,0,93
449,1849124,Harini Kumar,CSO,2018,2022,Siemens,Software Engineer,4,2,Chennai,1721864,Embedded IoT,Sensors,15,434,66,1,4,4.1,4,2,0,1,0,81,9,1,CSO|ECE,Python|IoT|Sensors|Edge,6,8,91
450,1842125,Ashok Desai,CSM,2018,2022,DeepMind,Software Engineer,4,1,Delhi,2345739,AI,NLP,12,449,201,1,2,4.8,0,2,2,0,1,89,9,0,CSM|IT,Python|ML|TensorFlow|PyTorch,8,10,85
451,1849126,Nithya Rajan,CSO,2018,2022,IBM,Senior Engineer,4,2,Bangalore,2008290,IoT,Smart Cities,19,698,12,1,5,4.4,4,2,0,0,2,84,10,1,CSO|AIML,Python|IoT|Sensors|Edge,12,24,99
452,1802127,Archana Kumar,EEE,2018,2022,Honeywell,Senior Engineer,4,2,Mumbai,2142824,Renewable,Solar,15,350,87,1,3,4.0,1,1,0,1,3,75,7,1,EEE|CSO,MATLAB|Power Systems|PLC,4,24,88
453,1803128,Saranya Pillai,MEC,2018,2022,Siemens,Software Engineer,4,2,Pune,1838177,Manufacturing,CAD/CAM,18,516,83,1,1,4.2,4,1,0,0,0,94,10,0,MEC|CSO,SolidWorks|CATIA|ANSYS,4,8,94
454,1803129,Ashok Krishna,MEC,2018,2022,Daimler,Senior Engineer,4,2,Chennai,1696633,Aerospace,Design,21,565,99,0,0,0.0,0,0,0,0,3,76,10,0,MEC|IT,SolidWorks|CATIA|ANSYS,4,0,92
455,1847130,Vasudha Sharma,CIC,2018,2022,Sophos,Engineer,4,2,Mumbai,1643690,Blockchain,Smart Contracts,16,385,92,1,5,4.3,1,2,0,0,3,92,10,0,CIC|AID,Python|Security|Blockchain,4,10,89
456,1847131,Suresh Naidu,CIC,2018,2022,Sophos,Senior Engineer,4,2,Noida,2222225,Security,Pentesting,16,450,37,1,4,4.0,0,2,0,0,2,93,6,1,CIC|ECE,Python|Security|Blockchain,3,14,87
457,1805132,Vivek Shetty,CSE,2018,2022,IBM,Senior Engineer,4,2,Pune,1849977,Software Engineering,Backend,23,436,213,0,0,0.0,0,0,0,0,2,72,6,0,CSE|CSO,Python|Java|React|AWS,4,0,83
458,1861133,Vivek Prasad,AIML,2018,2022,DeepMind,Senior Engineer,4,2,Hyderabad,2024639,Research,Neural Networks,12,417,249,1,3,4.3,4,0,1,0,1,89,8,1,AIML|AIML,Python|Deep Learning|PyTorch,6,18,83
459,1849134,Priya Mohan,CSO,2018,2022,LG Soft,Engineer,4,2,Bangalore,1784349,Edge Computing,IoT,22,365,55,1,4,4.2,1,3,0,0,1,94,10,0,CSO|CSO,Python|IoT|Sensors|Edge,3,20,98
460,1804135,Akshara Krishnan,ECE,2018,2022,Intel,Software Engineer,4,2,Hyderabad,2291834,IC Design,Analog,24,387,9,1,2,4.8,0,3,0,0,3,94,6,1,ECE|CIV,C|Verilog|VLSI|Embedded,3,10,97
461,1861136,Nithya Balaji,AIML,2018,2022,OpenAI,Engineer,4,2,Delhi,1745714,AI,Deep Learning,16,752,252,1,5,4.3,1,0,1,0,0,70,6,0,AIML|AIML,Python|Deep Learning|PyTorch,10,20,92
462,1802137,Akshara Prasad,EEE,2018,2022,L&T,Senior Engineer,4,2,Mumbai,2398451,Control Systems,Industrial,25,408,35,0,0,0.0,0,0,0,0,1,91,6,1,EEE|IT,MATLAB|Power Systems|PLC,6,0,98
463,1804138,Sahana Kumar,ECE,2018,2022,Samsung,Software Engineer,4,2,Delhi,2029637,IC Design,Analog,21,324,36,1,5,4.8,3,1,0,0,0,83,10,0,ECE|AIML,C|Verilog|VLSI|Embedded,6,20,82
464,1805139,Nithya Singh,CSE,2018,2022,Citrix,Senior Engineer,4,2,Chennai,1668774,Software Engineering,Full Stack,24,725,277,0,0,0.0,0,0,0,0,13,72,8,0,CSE|CIV,Python|Java|React|AWS,10,0,98
465,1801140,Ashok Krishna,CIV,2018,2022,Shapoorji Pallonji,Engineer,4,2,Gurugram,1703232,Structural Design,Buildings,19,532,34,1,2,4.4,2,0,0,0,3,75,9,1,CIV|MEC,AutoCAD|Staad Pro|Revit,0,8,90
466,1812141,Madhavi Gopal,IT,2018,2022,HashiCorp,Engineer,4,2,Chennai,1791271,Database,Oracle,19,962,225,1,1,4.5,0,2,0,0,3,87,9,0,IT|IT,Python|Kubernetes|Docker|AWS,0,10,85
467,1861142,Sowmya Naidu,AIML,2018,2022,Microsoft,Software Engineer,4,1,Delhi,2144897,Research,Neural Networks,14,451,119,0,0,0.0,0,0,2,0,3,66,8,1,AIML|IT,Python|Deep Learning|PyTorch,0,0,82
468,1802143,Anand Swamy,EEE,2018,2022,Honeywell,Software Engineer,4,2,Bangalore,1612777,Power Systems,Grid,20,472,50,0,0,0.0,0,0,0,0,1,73,7,0,EEE|CSM,MATLAB|Power Systems|PLC,4,0,89
469,1861144,Vinay Srinivas,AIML,2018,2022,Tesla,Engineer,4,1,Bangalore,2165109,ML Engineering,MLOps,25,869,99,0,0,0.0,0,0,1,0,2,92,9,1,AIML|AID,Python|Deep Learning|PyTorch,4,0,88
470,1849145,Rahul Rao,CSO,2018,2022,Wipro IoT,Software Engineer,4,1,Pune,1699299,Edge Computing,IoT,19,522,67,0,0,0.0,0,0,0,0,3,89,8,1,CSO|AID,Python|IoT|Sensors|Edge,0,0,84
471,1847146,Keerthi Pillai,CIC,2018,2022,Cisco,Senior Engineer,4,1,Gurugram,2281653,Cyber Security,Threat Intelligence,18,639,91,1,2,4.3,2,2,0,0,3,89,6,0,CIC|IT,Python|Security|Blockchain,3,16,90
